Id,Price_euros
1081,788.3368614212076
104,261.43771089180365
675,1875.7747328230005
1209,1181.4520693257414
1004,517.59343371658
29,450.5535335867473
432,1983.1788701188264
684,1655.7322986115062
240,869.3768924560617
237,2696.881706541742
152,1355.120152598917
725,1057.2474109062161
97,296.9173972820032
1155,1267.8852670055614
746,2014.4547438551797
1143,914.5837112424202
592,647.6382323692741
479,1152.3345663806097
1098,433.2952771320454
903,1062.6759491859773
936,1026.5486414861418
539,2031.1648031014333
653,436.2713166635508
310,372.5385032972079
892,1518.5483467314607
338,2054.9444252469702
705,456.3735508702821
273,1134.1869127272096
758,2443.534871647778
1080,2000.277866814545
1073,2426.572986882771
480,1419.123142715951
1267,1788.3744999205
545,839.4639946155482
153,481.7603491296467
573,2141.1543394766454
1150,2552.5357969024385
949,2086.401922746968
160,645.4449047226213
537,1937.912849048609
1102,1289.255223267075
833,963.9627192263451
513,1396.4976238848005
1202,2609.5044488894287
76,1649.1808624590585
514,492.2877450319447
133,1832.653342627801
1251,348.70491741497403
806,542.0207613621984
1021,514.9630351966055
206,1402.551755262335
870,1246.6821689866645
179,796.291904145596
706,535.6044738215736
416,1529.9668054982037
534,1332.4178406841704
989,787.2378021831253
316,982.7557683087928
507,1013.3568864513219
817,372.65025768624633
776,1330.2208167035424
831,1918.0925922409224
1229,1015.7847889748248
295,1649.9571822018818
660,1148.1306642197576
612,903.9595375506474
529,1379.928307614245
114,1012.5694666488109
492,2062.624305349976
226,919.4234282725657
695,306.1718146919192
751,515.1068001668464
644,496.5340377652167
1185,663.0092293847342
917,1549.4989559632836
527,861.0748392397531
854,831.6888036158836
182,1208.8870291455528
346,856.9355461569872
90,236.2986369886092
468,993.2206547610593
1147,503.1723455300694
1061,1360.8808438125222
1156,796.6804353925962
496,728.9174469962517
312,2215.3525593262825
822,965.5626139749494
337,1661.9957425549599
835,1328.9423949544607
255,1006.0500415653906
364,1500.3511522813103
944,1710.4766835042617
1266,733.3599632325831
505,469.81241085941275
350,779.1216401706008
800,853.0566363203835
567,873.3724692336251
1242,2590.3751735895144
905,929.1134018524351
587,1840.0931338893365
922,897.6147916066093
259,1089.1556211336126
1248,1035.6774438233758
641,255.92105918643085
128,564.0071228084529
215,2125.2025723691127
756,577.5022839642066
1054,837.9545573194735
651,932.4879219879027
86,2200.1943540723655
1037,1349.8056013371513
1299,1146.5408198584234
1109,2274.535965549083
679,664.5339202803451
1099,1661.0490491537269
6,1627.1231255794962
1163,1069.608865612852
516,1555.7774770711471
1115,1219.2620578988979
977,1985.2697262265951
910,1149.736685902104
962,543.290479956231
264,1040.2032044382408
83,1258.7855652582082
1295,1151.9182352788584
158,1128.6947466091192
487,732.0209621639109
765,782.5610640798152
445,662.4452251071144
617,1894.5426440314739
727,913.0542201560685
108,2514.653950305685
918,1711.1285631984306
991,1067.7966992932402
81,1715.2400153400656
122,791.8603105654297
383,514.5308219653164
951,1230.4777237604035
75,1137.066310557529
421,898.2809023654152
145,391.9054671508848
8,1456.196886098907
175,498.2353578229731
1123,2076.500702119548
927,478.94204528988985
875,1797.2217501581574
1029,1169.6054359396776
1265,717.6045099909646
1033,516.3951084039189
663,351.4352551774245
184,467.8461545993606
896,1192.0067342861248
688,555.10188895358
984,458.5645965838394
744,1257.8833454136657
38,518.2239024268871
1227,1182.3694650046289
605,1290.0038917642248
1246,1944.548908584086
77,1755.8048233280865
1252,556.5249665437633
920,1117.882084286375
805,838.6304683658766
397,1001.1348463153109
231,445.44683537004835
1104,728.1842365013212
1204,1269.4123806305977
1217,1049.6615308977205
149,1455.3095112944407
461,535.0820649494733
21,2222.1949430952186
357,1710.4343758616074
780,1457.548888561711
343,903.8817710462814
737,188.73693088973002
845,892.2524080420603
173,1305.579151447132
781,571.9817594062462
1164,230.4188735582042
819,408.24865302314623
277,462.0922070372704
674,1363.3693002269379
1279,1771.130590968309
1255,2045.0509788600007
1240,1018.3829886297677
41,1955.9312831569166
719,1459.5954990308546
298,1847.5846944538102
935,1533.4584559582254
826,742.2074428605379
278,1100.0101236515625
477,1415.9682369186155
542,202.3996450551169
151,509.5376810057411
900,321.23976987279326
1124,1067.315068844785
1216,373.8130026369357
459,995.7127248081268
584,559.0755937248073
294,721.7503689921641
1076,934.2112148631128
91,1589.1069872197838
632,947.4671305081374
1117,281.7888260829622
457,1017.5466313497843
326,714.7016547902386
925,2314.688480393909
398,327.28904263881583
940,1411.2624162955406
363,837.052042476401
906,900.6303835941852
820,747.323862501372
1020,1085.9748009763905
556,1494.519219835493
384,1018.7888019455065
885,959.9694173047044
1285,1076.1720604072348
438,502.73912097609787
837,1640.1385577793526
979,804.7135216457034
548,505.1988991603328
170,717.9958339377694
62,1436.170163601359
309,652.1395942128925
816,1748.3847916552795
22,198.67670897830345
285,2411.4154931571848
668,512.8517069333659
417,1212.1835115508866
685,1185.4123492137232
1049,568.7047360118665
440,652.153554765655
299,1539.571635800101
1188,805.0532088525866
552,511.8771978082869
586,625.6740845053166
783,1410.1078169170655
1070,776.6495463335528
1210,1225.7924491640251
1014,300.9876244297419
501,1182.2210596284704
140,1045.0530381099713
235,540.5946563461906
317,730.1838198241156
861,728.6691099585311
257,944.1280619256462
1200,357.8713751209956
371,1112.4370467490864
1112,396.9019955768868
419,1835.5056960361599
385,670.4290740251903
1281,911.9634051087035
524,2090.9036505268864
1015,452.89737681868553
1236,338.7886574910027
1036,1094.7691677780756
